# fixture: relative-zone-origin
# engine: EnergyPlus, Version 26.1.0-6f2e40d102
# frame: Vertices are shown starting at Upper-Left-Corner => Counter-Clockwise => World Coordinates
# mirrored shading surfaces dropped: 3
# engine-created interzone surfaces dropped: 0
# surfaces with no vertices dropped: 5
# generated by checks/geometry-vertices/regenerate.py; do not hand-edit
# rows are ragged by design: three columns per vertex, vertex_count of them
kind,name,surface_class,base_surface,vertex_count,vertices
Shading Surface,ZN_1_FLR_1_SEC_1_WALL_1:SHADING_SOUTH_1,Shading,ZN_1_FLR_1_SEC_1_WALL_1,4,0.05,-0.95,3.00,0.05,0.00,3.00,39.95,0.00,3.00,39.95,-0.95,3.00
Shading Surface,ZN_1_FLR_1_SEC_2_WALL_1:SHADING_EAST_1,Shading,ZN_1_FLR_1_SEC_2_WALL_1,4,40.95,0.05,3.01,40.00,0.05,3.01,40.00,19.95,3.01,40.95,19.95,3.01
Shading Surface,ZN_1_FLR_1_SEC_4_WALL_4:SHADING_WEST_1,Shading,ZN_1_FLR_1_SEC_4_WALL_4,4,-0.95,19.95,3.01,0.00,19.95,3.01,0.00,0.05,3.01,-0.95,0.05,3.01
HeatTransfer Surface,ZN_1_FLR_1_SEC_1_WALL_1,Wall,,4,0.00,0.00,3.80,0.00,0.00,0.00,40.00,0.00,0.00,40.00,0.00,3.80
HeatTransfer Surface,ZN_1_FLR_1_SEC_1_WALL_1_WINDOW_1,Window,ZN_1_FLR_1_SEC_1_WALL_1,4,0.05,0.00,2.62,0.05,0.00,1.10,39.95,0.00,1.10,39.95,0.00,2.62
HeatTransfer Surface,ZN_1_FLR_1_SEC_1_WALL_2,Wall,,4,40.00,0.00,3.80,40.00,0.00,0.00,35.43,4.57,0.00,35.43,4.57,3.80
HeatTransfer Surface,ZN_1_FLR_1_SEC_1_WALL_3,Wall,,4,35.43,4.57,3.80,35.43,4.57,0.00,4.57,4.57,0.00,4.57,4.57,3.80
HeatTransfer Surface,ZN_1_FLR_1_SEC_1_WALL_4,Wall,,4,4.57,4.57,3.80,4.57,4.57,0.00,0.00,0.00,0.00,0.00,0.00,3.80
HeatTransfer Surface,ZN_1_FLR_1_SEC_1_FLOOR,Floor,,4,4.57,4.57,0.00,35.43,4.57,0.00,40.00,0.00,0.00,0.00,0.00,0.00
HeatTransfer Surface,ZN_1_FLR_1_SEC_1_CEILING,Roof,,4,0.00,0.00,3.80,40.00,0.00,3.80,35.43,4.57,3.80,4.57,4.57,3.80
